tID,accm_txn_complete_time
3374,2022-05-11 00:14:14 
14521,2022-05-11 13:17:25 
7931,2022-05-10 19:34:41 
16610,2022-05-11 11:54:51 
29818,2022-05-10 23:47:57 
4279,2022-05-10 06:10:53 
22333,2022-05-11 12:53:23 
19373,2022-05-11 09:47:04 
11107,2022-05-10 13:12:24 
22559,2022-05-10 10:44:08 
1410,2022-05-11 08:51:06 
5111,2022-05-11 00:29:15 
18254,2022-05-11 22:51:30 
8099,2022-05-11 10:58:25 
15063,2022-05-11 11:34:30 
10748,2022-05-10 18:06:08 
6230,2022-05-10 10:08:36 
18286,2022-05-11 19:05:04 
13756,2022-05-11 06:20:14 
17464,2022-05-10 02:55:26 
25474,2022-05-11 20:06:32 
25092,2022-05-11 18:29:08 
23388,2022-05-11 16:32:03 
26174,2022-05-11 15:55:59 
868,2022-05-11 22:52:18 
9382,2022-05-11 21:29:59 
13789,2022-05-11 13:51:20 
6232,2022-05-11 09:46:24 
28494,2022-05-10 01:38:58 
14648,2022-05-11 21:41:44 
8884,2022-05-11 19:19:42 
14152,2022-05-11 07:24:34 
20729,2022-05-11 21:35:07 
8249,2022-05-11 17:30:36 
24450,2022-05-10 14:12:35 
26674,2022-05-10 07:54:58 
321,2022-05-11 13:25:00 
13991,2022-05-10 09:17:07 
24832,2022-05-11 20:08:02 
29247,2022-05-11 02:03:03 
1310,2022-05-10 22:10:16 
19597,2022-05-10 21:09:07 
9455,2022-05-10 14:19:40 
14630,2022-05-10 08:30:16 
26022,2022-05-10 14:55:16 
5535,2022-05-11 13:02:09 
14882,2022-05-10 16:10:54 
5174,2022-05-11 06:19:05 
17425,2022-05-10 04:12:34 
27422,2022-05-10 21:51:31 
18134,2022-05-11 23:56:30 
19855,2022-05-10 11:19:37 
15547,2022-05-10 00:00:17 
2569,2022-05-10 12:59:08 
20251,2022-05-10 00:15:25 
24769,2022-05-11 12:43:30 
6833,2022-05-11 00:44:48 
27990,2022-05-11 20:52:15 
20090,2022-05-10 00:47:36 
9290,2022-05-10 16:16:26 
28887,2022-05-10 11:58:38 
21514,2022-05-11 07:54:46 
5681,2022-05-10 16:02:07 
27383,2022-05-11 23:50:33 
5310,2022-05-10 01:23:49 
14555,2022-05-11 03:30:12 
3049,2022-05-10 18:31:45 
18554,2022-05-10 06:33:55 
25229,2022-05-11 10:47:24 
29775,2022-05-10 18:38:45 
1629,2022-05-11 06:27:08 
27758,2022-05-10 02:40:17 
9213,2022-05-11 11:42:08 
9655,2022-05-11 00:37:03 
13543,2022-05-11 16:59:29 
7690,2022-05-10 03:11:17 
3079,2022-05-10 11:09:09 
4749,2022-05-10 21:59:52 
28388,2022-05-11 09:44:54 
15055,2022-05-11 14:55:19 
12609,2022-05-10 12:39:32 
19348,2022-05-11 04:28:15 
13174,2022-05-10 05:56:07 
27872,2022-05-11 00:09:14 
28428,2022-05-11 07:11:47 
1969,2022-05-11 12:20:11 
8336,2022-05-10 13:07:52 
24787,2022-05-11 12:55:04 
1928,2022-05-10 21:53:52 
8916,2022-05-10 17:57:03 
11299,2022-05-10 13:55:53 
22045,2022-05-11 20:04:46 
23188,2022-05-10 05:00:44 
8605,2022-05-11 12:29:11 
10735,2022-05-10 14:40:49 
7038,2022-05-11 17:22:37 
22828,2022-05-10 03:25:46 
1225,2022-05-10 13:16:37 
16420,2022-05-10 17:55:47 
3818,2022-05-10 02:25:35 
8075,2022-05-11 04:27:18 
11626,2022-05-11 11:24:46 
14483,2022-05-10 10:22:09 
14157,2022-05-11 18:54:55 
25974,2022-05-11 01:25:31 
11397,2022-05-11 07:47:15 
25717,2022-05-11 23:04:10 
28047,2022-05-10 04:04:51 
24533,2022-05-10 14:12:28 
24408,2022-05-10 22:42:17 
17788,2022-05-10 18:10:58 
26091,2022-05-10 18:32:38 
11547,2022-05-10 04:39:32 
4793,2022-05-10 16:29:47 
11622,2022-05-10 16:53:25 
29442,2022-05-10 00:35:42 
16579,2022-05-10 16:58:12 
186,2022-05-10 04:06:00 
17615,2022-05-10 08:13:23 
20016,2022-05-10 21:02:28 
17763,2022-05-11 13:20:49 
21844,2022-05-10 20:01:35 
26484,2022-05-11 21:17:55 
26398,2022-05-10 23:08:32 
899,2022-05-10 09:07:53 
9252,2022-05-11 10:39:36 
6307,2022-05-10 16:22:36 
16581,2022-05-11 00:46:26 
26015,2022-05-10 04:33:30 
19513,2022-05-10 16:14:03 
29644,2022-05-10 06:25:16 
6253,2022-05-10 20:31:04 
28244,2022-05-11 04:49:08 
25013,2022-05-11 10:44:13 
23917,2022-05-10 14:00:08 
1478,2022-05-10 23:10:22 
24139,2022-05-10 07:46:33 
11634,2022-05-11 02:19:59 
15102,2022-05-11 20:39:38 
12371,2022-05-11 02:27:31 
24239,2022-05-11 09:15:10 
13719,2022-05-10 07:57:49 
29289,2022-05-11 23:40:53 
5063,2022-05-10 05:51:09 
25002,2022-05-11 09:56:32 
21625,2022-05-11 23:47:33 
15051,2022-05-11 06:38:51 
20961,2022-05-10 05:26:06 
17706,2022-05-11 21:32:46 
15308,2022-05-11 01:39:58 
3560,2022-05-10 19:11:12 
12255,2022-05-11 20:54:10 
6743,2022-05-11 21:07:23 
19462,2022-05-10 01:13:52 
26019,2022-05-10 03:23:20 
23410,2022-05-10 11:22:51 
11057,2022-05-11 19:16:47 
28959,2022-05-10 03:03:52 
29,2022-05-10 17:09:32 
13973,2022-05-11 06:23:13 
20452,2022-05-10 03:59:48 
10152,2022-05-11 02:33:47 
28256,2022-05-11 15:18:07 
11354,2022-05-11 02:28:23 
11443,2022-05-10 17:10:02 
15007,2022-05-11 16:15:35 
26413,2022-05-11 20:25:08 
4408,2022-05-11 17:15:05 
29813,2022-05-11 13:00:13 
13485,2022-05-11 08:00:17 
2327,2022-05-10 02:28:26 
4321,2022-05-10 13:52:01 
8133,2022-05-10 03:31:33 
21934,2022-05-11 09:47:07 
7991,2022-05-10 15:14:45 
23887,2022-05-10 14:26:08 
25360,2022-05-10 20:12:07 
1600,2022-05-10 15:35:57 
28117,2022-05-11 19:35:10 
27418,2022-05-11 01:33:46 
7514,2022-05-11 03:33:37 
11101,2022-05-10 16:50:32 
14059,2022-05-10 15:22:09 
27100,2022-05-10 12:33:33 
16339,2022-05-10 03:22:25 
26120,2022-05-10 07:28:22 
3964,2022-05-11 17:40:37 
3163,2022-05-10 21:45:14 
23698,2022-05-11 17:28:07 
23741,2022-05-11 03:30:34 
26680,2022-05-10 07:11:49 
18478,2022-05-10 10:01:11 
27417,2022-05-10 23:16:59 
24221,2022-05-10 17:19:12 
8782,2022-05-11 10:46:03 
9640,2022-05-10 11:04:06 
857,2022-05-10 17:09:54 
11865,2022-05-11 20:27:38 
15670,2022-05-11 21:43:23 
29543,2022-05-10 13:38:54 
16262,2022-05-11 17:12:23 
23261,2022-05-10 15:05:52 
8838,2022-05-10 01:07:49 
17768,2022-05-10 15:44:41 
10533,2022-05-11 14:11:24 
22966,2022-05-10 11:11:21 
12010,2022-05-10 09:23:42 
18438,2022-05-11 17:36:33 
18256,2022-05-10 01:25:05 
24182,2022-05-10 21:55:23 
23037,2022-05-10 20:38:59 
18909,2022-05-10 20:39:35 
14699,2022-05-10 00:48:44 
7387,2022-05-10 19:34:52 
3307,2022-05-10 20:23:13 
16307,2022-05-11 09:40:33 
21410,2022-05-10 02:13:06 
263,2022-05-10 03:33:36 
28512,2022-05-10 10:59:12 
26265,2022-05-10 07:47:55 
27636,2022-05-10 12:11:40 
23697,2022-05-10 23:59:02 
6061,2022-05-10 05:06:03 
8711,2022-05-11 13:35:18 
3547,2022-05-11 18:49:05 
22638,2022-05-11 06:42:55 
2103,2022-05-10 15:56:37 
1686,2022-05-10 06:16:29 
3663,2022-05-10 23:01:25 
15213,2022-05-10 17:52:36 
10921,2022-05-10 23:39:31 
12038,2022-05-10 10:52:57 
18475,2022-05-10 02:12:34 
14745,2022-05-11 04:37:43 
1619,2022-05-11 02:06:18 
6493,2022-05-10 21:44:55 
26997,2022-05-11 15:58:11 
17976,2022-05-11 00:15:00 
15522,2022-05-11 09:38:37 
29231,2022-05-10 13:28:04 
19203,2022-05-10 05:07:18 
13338,2022-05-11 23:09:45 
7547,2022-05-10 22:37:13 
1657,2022-05-11 01:13:17 
8684,2022-05-10 14:51:09 
1955,2022-05-11 05:37:14 
22413,2022-05-10 08:31:54 
11916,2022-05-10 10:58:58 
260,2022-05-11 06:59:41 
6852,2022-05-11 14:49:01 
16834,2022-05-10 08:19:53 
14884,2022-05-10 17:04:26 
16609,2022-05-10 05:56:12 
29979,2022-05-10 21:54:45 
28937,2022-05-10 11:13:32 
20119,2022-05-10 18:33:15 
13155,2022-05-11 03:53:42 
22636,2022-05-11 12:38:58 
5963,2022-05-10 11:18:19 
15282,2022-05-11 12:12:52 
29603,2022-05-11 10:01:15 
4573,2022-05-11 04:38:17 
26586,2022-05-11 14:57:08 
15564,2022-05-10 07:41:56 
3189,2022-05-11 19:37:59 
21595,2022-05-11 14:30:50 
15391,2022-05-11 15:39:19 
22547,2022-05-10 03:10:33 
21192,2022-05-11 11:21:55 
14999,2022-05-11 02:51:28 
18986,2022-05-11 06:48:58 
315,2022-05-11 06:51:18 
16333,2022-05-10 15:55:38 
12300,2022-05-10 09:52:44 
7801,2022-05-10 18:33:18 
20821,2022-05-10 01:02:14 
23702,2022-05-11 14:52:06 
15024,2022-05-10 03:42:34 
5870,2022-05-10 12:19:34 
5550,2022-05-11 04:13:37 
20238,2022-05-11 21:41:46 
9242,2022-05-10 03:58:12 
13648,2022-05-10 22:56:36 
3372,2022-05-11 08:37:12 
13875,2022-05-11 00:11:34 
4280,2022-05-10 20:51:07 
16129,2022-05-10 06:55:52 
20028,2022-05-10 01:27:41 
29388,2022-05-10 15:16:22 
27299,2022-05-10 04:45:02 
29974,2022-05-11 06:28:49 
16937,2022-05-11 16:46:10 
2585,2022-05-11 03:06:22 
20107,2022-05-10 06:26:51 
28712,2022-05-11 20:45:42 
24116,2022-05-10 06:57:45 
13242,2022-05-11 07:02:25 
25178,2022-05-11 16:51:48 
16371,2022-05-11 15:37:14 
19575,2022-05-11 13:58:53 
27013,2022-05-10 19:02:05 
20178,2022-05-11 04:59:13 
14658,2022-05-11 01:01:02 
23522,2022-05-10 08:13:48 
12363,2022-05-10 08:05:29 
26222,2022-05-10 18:31:54 
8987,2022-05-11 08:11:42 
13652,2022-05-10 05:29:40 
19027,2022-05-11 10:18:53 
8146,2022-05-10 23:45:05 
9703,2022-05-11 05:36:47 
22986,2022-05-10 16:42:34 
2073,2022-05-10 18:42:53 
24122,2022-05-11 10:54:52 
23241,2022-05-10 23:47:06 
7833,2022-05-10 11:22:09 
24308,2022-05-10 10:37:33 
1467,2022-05-11 05:28:54 
10335,2022-05-11 15:27:10 
17243,2022-05-10 22:03:29 
24587,2022-05-11 11:21:19 
13024,2022-05-11 17:15:49 
9330,2022-05-11 13:56:33 
26608,2022-05-10 03:32:59 
12659,2022-05-10 22:16:28 
18098,2022-05-10 22:16:18 
9702,2022-05-10 08:48:06 
23804,2022-05-10 19:23:34 
10891,2022-05-10 12:45:11 
15235,2022-05-11 00:10:09 
29497,2022-05-10 02:44:16 
13934,2022-05-11 04:04:36 
27606,2022-05-11 16:19:19 
12980,2022-05-11 23:07:21 
18045,2022-05-10 16:28:46 
12858,2022-05-11 10:48:14 
2359,2022-05-10 15:54:47 
11002,2022-05-11 01:23:41 
17103,2022-05-10 01:01:28 
29809,2022-05-11 20:28:10 
24763,2022-05-10 17:25:35 
6002,2022-05-11 08:28:10 
20448,2022-05-11 21:34:49 
9135,2022-05-11 11:50:48 
14603,2022-05-10 14:15:14 
22983,2022-05-10 13:03:50 
13574,2022-05-11 00:33:02 
5498,2022-05-10 11:12:06 
2990,2022-05-10 07:14:36 
1018,2022-05-10 05:24:49 
5690,2022-05-11 15:09:40 
16767,2022-05-10 11:30:11 
20815,2022-05-10 00:43:32 
8176,2022-05-11 02:27:41 
22723,2022-05-10 23:27:55 
27107,2022-05-11 15:16:17 
12715,2022-05-10 18:57:22 
17466,2022-05-10 20:09:41 
8226,2022-05-10 00:04:00 
11423,2022-05-11 18:44:43 
10969,2022-05-10 19:52:18 
24943,2022-05-11 01:24:41 
17712,2022-05-11 07:55:23 
12231,2022-05-10 16:48:55 
25554,2022-05-11 13:47:56 
4199,2022-05-11 21:31:26 
9912,2022-05-11 03:26:54 
15169,2022-05-11 00:36:22 
6215,2022-05-10 13:37:52 
26430,2022-05-11 15:31:22 
19677,2022-05-10 08:43:39 
5118,2022-05-10 00:06:44 
23881,2022-05-11 07:40:54 
4147,2022-05-11 11:50:21 
3605,2022-05-11 00:10:28 
11792,2022-05-10 07:38:54 
15616,2022-05-11 04:49:51 
20110,2022-05-11 16:11:18 
7294,2022-05-11 03:06:46 
20964,2022-05-10 03:27:47 
6674,2022-05-11 13:29:05 
21185,2022-05-11 16:23:15 
29840,2022-05-10 19:07:45 
913,2022-05-10 09:59:56 
3395,2022-05-10 20:44:33 
15776,2022-05-11 20:41:49 
29077,2022-05-10 05:28:54 
10872,2022-05-11 09:50:23 
6998,2022-05-11 20:33:06 
8207,2022-05-10 02:44:30 
12469,2022-05-11 20:18:57 
11204,2022-05-11 05:36:51 
18077,2022-05-10 11:42:21 
16004,2022-05-10 05:47:05 
28246,2022-05-10 12:15:14 
13662,2022-05-10 23:44:05 
7638,2022-05-11 20:20:52 
15299,2022-05-11 03:02:12 
12806,2022-05-10 12:22:30 
17729,2022-05-10 02:48:10 
6701,2022-05-10 10:24:51 
8783,2022-05-10 17:47:22 
11861,2022-05-10 10:20:46 
16931,2022-05-11 09:01:47 
4499,2022-05-11 10:33:07 
24617,2022-05-11 23:51:43 
29755,2022-05-10 02:27:50 
12307,2022-05-10 05:57:48 
17288,2022-05-11 08:25:58 
7106,2022-05-11 18:48:23 
20099,2022-05-11 00:06:28 
28432,2022-05-10 11:29:31 
8395,2022-05-10 12:35:34 
4441,2022-05-10 21:07:44 
3585,2022-05-11 10:26:42 
26185,2022-05-10 04:26:59 
18633,2022-05-11 00:11:49 
12999,2022-05-10 16:17:13 
654,2022-05-10 20:43:21 
13990,2022-05-10 03:57:59 
16540,2022-05-10 07:49:25 
18340,2022-05-11 03:18:24 
24620,2022-05-11 00:05:42 
12958,2022-05-10 21:59:10 
5817,2022-05-11 08:02:26 
29325,2022-05-10 07:42:53 
24441,2022-05-11 17:06:14 
16490,2022-05-10 06:59:55 
19864,2022-05-10 03:23:41 
19565,2022-05-11 22:00:13 
7107,2022-05-10 02:55:28 
2235,2022-05-11 23:33:01 
7371,2022-05-11 03:30:19 
22751,2022-05-10 09:26:39 
4097,2022-05-10 01:40:34 
29584,2022-05-10 03:52:32 
2080,2022-05-10 19:10:51 
25286,2022-05-10 09:46:31 
3357,2022-05-10 02:29:07 
19407,2022-05-11 13:04:39 
8098,2022-05-11 11:16:18 
25361,2022-05-10 23:59:37 
19888,2022-05-11 09:04:05 
27693,2022-05-11 23:54:34 
22227,2022-05-10 06:07:28 
21134,2022-05-11 01:52:20 
26892,2022-05-11 13:32:51 
14068,2022-05-10 04:30:34 
1580,2022-05-11 22:58:13 
4612,2022-05-10 01:13:24 
26492,2022-05-10 02:09:43 
23604,2022-05-11 09:24:39 
10939,2022-05-11 00:37:04 
3801,2022-05-10 20:59:25 
27975,2022-05-11 06:25:57 
4004,2022-05-11 13:29:08 
28792,2022-05-11 07:41:42 
15180,2022-05-11 07:01:38 
10090,2022-05-11 08:14:34 
22664,2022-05-11 05:51:12 
17063,2022-05-10 21:33:35 
18883,2022-05-11 04:51:34 
28946,2022-05-10 21:11:29 
22070,2022-05-10 05:29:38 
19026,2022-05-11 22:55:33 
4755,2022-05-10 11:51:39 
897,2022-05-10 17:33:32 
25938,2022-05-10 01:09:13 
11170,2022-05-10 14:12:19 
6911,2022-05-10 13:07:49 
4763,2022-05-11 14:34:02 
2501,2022-05-11 21:24:40 
3991,2022-05-10 14:49:29 
25636,2022-05-11 11:15:10 
10011,2022-05-10 15:58:03 
10826,2022-05-11 09:16:57 
4884,2022-05-11 01:51:11 
25309,2022-05-11 16:30:59 
29173,2022-05-11 01:56:28 
25795,2022-05-11 17:34:11 
29934,2022-05-11 16:12:27 
27455,2022-05-11 15:19:36 
20361,2022-05-10 13:17:21 
14541,2022-05-11 01:19:46 
28763,2022-05-10 06:57:49 
4808,2022-05-11 15:58:43 
10598,2022-05-11 11:30:21 
14419,2022-05-11 15:44:30 
10732,2022-05-11 19:23:33 
13771,2022-05-10 19:50:33 
3419,2022-05-11 21:04:57 
10683,2022-05-10 17:53:38 
25177,2022-05-11 20:00:44 
13506,2022-05-10 08:58:18 
1835,2022-05-10 11:26:35 
11564,2022-05-11 21:38:32 
6102,2022-05-10 08:25:41 
25622,2022-05-10 03:47:51 
11913,2022-05-10 22:55:05 
11578,2022-05-11 08:07:54 
23924,2022-05-10 22:49:11 
27116,2022-05-11 17:57:39 
20615,2022-05-11 22:19:23 
24659,2022-05-11 14:10:10 
19838,2022-05-11 05:45:05 
9821,2022-05-11 14:24:56 
3121,2022-05-11 15:36:39 
5236,2022-05-10 08:38:49 
805,2022-05-10 04:52:55 
24578,2022-05-11 08:51:36 
2161,2022-05-10 04:41:59 
24726,2022-05-11 17:48:09 
552,2022-05-11 00:29:14 
3119,2022-05-10 03:30:23 
28652,2022-05-10 19:37:47 
8023,2022-05-10 16:05:30 
1016,2022-05-11 16:42:45 
26116,2022-05-11 10:06:01 
20390,2022-05-10 20:22:28 
29583,2022-05-10 17:07:48 
7475,2022-05-11 06:43:59 
7359,2022-05-10 19:01:00 
3795,2022-05-11 10:26:07 
236,2022-05-11 18:26:43 
8132,2022-05-11 10:15:19 
15519,2022-05-10 01:46:21 
11361,2022-05-10 03:38:19 
5437,2022-05-11 08:23:32 
5717,2022-05-11 03:49:45 
6194,2022-05-11 15:08:10 
26880,2022-05-11 15:25:53 
27998,2022-05-11 00:09:12 
2329,2022-05-11 23:36:26 
26094,2022-05-10 14:46:10 
11889,2022-05-10 08:54:50 
12573,2022-05-11 21:54:58 
13834,2022-05-10 02:19:21 
2794,2022-05-11 14:10:28 
15346,2022-05-10 05:11:42 
13614,2022-05-10 16:22:20 
6557,2022-05-11 14:42:15 
15152,2022-05-10 22:33:08 
20741,2022-05-10 04:10:14 
16370,2022-05-11 10:28:59 
2264,2022-05-11 22:12:27 
29125,2022-05-11 12:55:57 
23530,2022-05-11 00:12:29 
8022,2022-05-11 04:33:14 
17834,2022-05-10 20:58:45 
26599,2022-05-10 03:19:12 
28740,2022-05-11 01:30:00 
16887,2022-05-11 05:01:54 
5556,2022-05-10 10:51:53 
17200,2022-05-11 11:39:42 
4646,2022-05-11 13:41:28 
24792,2022-05-11 20:20:07 
6733,2022-05-10 14:56:55 
6408,2022-05-10 11:50:03 
7701,2022-05-11 08:04:40 
278,2022-05-10 19:19:40 
12696,2022-05-10 02:18:18 
1347,2022-05-11 08:30:44 
29749,2022-05-10 09:33:52 
185,2022-05-11 12:12:45 
9946,2022-05-11 17:11:52 
9305,2022-05-11 08:53:53 
28122,2022-05-10 19:09:15 
25968,2022-05-11 19:39:44 
9816,2022-05-10 09:15:58 
21596,2022-05-11 23:22:03 
5249,2022-05-11 20:09:43 
24411,2022-05-10 12:02:05 
1360,2022-05-10 20:15:07 
13931,2022-05-10 06:24:53 
15081,2022-05-10 19:20:35 
26696,2022-05-10 20:18:19 
22248,2022-05-10 15:46:55 
7920,2022-05-11 04:00:30 
10770,2022-05-10 03:29:59 
22712,2022-05-10 19:20:52 
26470,2022-05-10 20:31:14 
27272,2022-05-11 14:51:01 
15985,2022-05-11 03:08:20 
15835,2022-05-11 13:54:48 
2865,2022-05-10 20:38:44 
16647,2022-05-10 09:46:41 
3092,2022-05-11 19:30:57 
22940,2022-05-10 01:57:39 
10859,2022-05-10 09:33:50 
13516,2022-05-11 09:54:12 
15763,2022-05-10 09:12:13 
3195,2022-05-10 05:58:39 
16436,2022-05-10 21:21:30 
13251,2022-05-10 04:02:29 
27931,2022-05-10 23:29:16 
20542,2022-05-11 23:39:45 
18933,2022-05-10 10:37:46 
27883,2022-05-10 14:16:59 
6819,2022-05-11 22:24:54 
1454,2022-05-11 14:28:15 
2460,2022-05-10 17:28:18 
1990,2022-05-10 02:19:08 
26970,2022-05-10 12:37:31 
28002,2022-05-10 14:26:44 
23014,2022-05-11 10:25:12 
28691,2022-05-11 19:07:28 
14848,2022-05-11 06:37:20 
14197,2022-05-10 06:12:39 
1714,2022-05-11 05:41:02 
5359,2022-05-10 08:28:26 
4349,2022-05-10 00:25:43 
17527,2022-05-11 16:35:59 
24160,2022-05-10 08:23:19 
27947,2022-05-11 13:41:51 
18936,2022-05-10 01:48:44 
28747,2022-05-10 18:59:04 
1067,2022-05-10 11:47:18 
28869,2022-05-10 17:26:22 
13596,2022-05-10 08:37:16 
1206,2022-05-10 16:21:21 
1998,2022-05-11 18:20:04 
10697,2022-05-11 12:10:57 
7520,2022-05-11 21:13:11 
5278,2022-05-10 13:33:08 
27075,2022-05-11 02:01:12 
20860,2022-05-10 15:07:09 
17278,2022-05-10 12:44:49 
29228,2022-05-10 09:15:23 
14108,2022-05-11 03:48:21 
25631,2022-05-10 23:05:59 
26377,2022-05-10 13:09:51 
12581,2022-05-11 14:40:41 
26855,2022-05-10 12:54:50 
10805,2022-05-11 10:27:53 
12759,2022-05-10 09:44:35 
23340,2022-05-10 06:20:05 
2388,2022-05-10 16:21:47 
2510,2022-05-11 03:01:07 
15905,2022-05-11 17:05:26 
9851,2022-05-10 06:11:04 
17544,2022-05-11 16:58:18 
28767,2022-05-10 09:18:20 
11828,2022-05-11 12:54:17 
27744,2022-05-11 03:36:44 
1271,2022-05-10 11:00:31 
433,2022-05-11 15:02:03 
10005,2022-05-11 19:27:43 
27252,2022-05-11 13:29:40 
12122,2022-05-10 19:03:58 
25927,2022-05-10 14:32:42 
3288,2022-05-10 09:33:31 
24589,2022-05-10 04:52:27 
1782,2022-05-11 08:52:59 
5788,2022-05-11 01:40:09 
20960,2022-05-10 13:32:30 
20103,2022-05-10 06:27:53 
29271,2022-05-11 01:46:50 
18512,2022-05-10 16:40:53 
3770,2022-05-10 10:54:02 
15342,2022-05-11 16:30:17 
17571,2022-05-11 18:32:12 
6193,2022-05-11 04:57:44 
7953,2022-05-11 09:14:59 
15923,2022-05-10 17:13:48 
21535,2022-05-11 04:53:06 
20011,2022-05-10 16:35:24 
5102,2022-05-11 10:31:08 
14123,2022-05-11 01:09:36 
23728,2022-05-10 14:38:45 
14969,2022-05-11 07:58:25 
28146,2022-05-10 11:30:40 
3,2022-05-11 23:16:16 
19435,2022-05-11 08:33:25 
29862,2022-05-11 04:39:44 
12552,2022-05-11 18:46:35 
10020,2022-05-10 10:10:55 
5291,2022-05-11 20:07:25 
28722,2022-05-11 22:50:29 
10247,2022-05-10 17:11:08 
8962,2022-05-10 10:17:08 
27957,2022-05-11 12:29:18 
29993,2022-05-10 02:03:11 
23299,2022-05-10 22:10:39 
15393,2022-05-11 21:14:16 
27274,2022-05-10 03:03:39 
14201,2022-05-11 14:10:23 
27820,2022-05-10 08:48:04 
21559,2022-05-11 06:18:52 
3874,2022-05-11 02:55:08 
25982,2022-05-10 03:27:50 
10899,2022-05-10 16:38:19 
23923,2022-05-11 11:26:09 
21210,2022-05-10 15:19:19 
8954,2022-05-11 19:04:25 
12334,2022-05-11 23:23:14 
24360,2022-05-11 20:16:15 
25199,2022-05-10 05:02:35 
28908,2022-05-10 22:18:52 
19308,2022-05-10 03:04:29 
13501,2022-05-10 17:41:43 
12377,2022-05-11 03:05:40 
8774,2022-05-10 11:06:06 
25304,2022-05-11 08:31:18 
28813,2022-05-10 18:00:35 
22832,2022-05-10 10:01:30 
16615,2022-05-11 23:35:36 
29336,2022-05-10 21:09:07 
12043,2022-05-11 19:29:47 
21384,2022-05-11 04:43:04 
833,2022-05-11 05:31:23 
5213,2022-05-11 22:57:50 
22193,2022-05-10 22:53:13 
9541,2022-05-10 12:05:49 
21766,2022-05-11 06:39:19 
14951,2022-05-11 15:30:21 
27034,2022-05-11 00:13:22 
24931,2022-05-10 21:07:39 
29621,2022-05-11 01:19:06 
24298,2022-05-10 20:17:33 
1112,2022-05-11 18:25:07 
5601,2022-05-10 16:06:08 
13924,2022-05-10 18:26:02 
606,2022-05-10 01:11:21 
2674,2022-05-10 15:53:01 
23439,2022-05-11 08:15:52 
9076,2022-05-11 05:58:49 
18504,2022-05-11 02:20:45 
10357,2022-05-11 16:08:06 
1413,2022-05-10 15:35:15 
19025,2022-05-10 03:25:47 
10808,2022-05-10 05:51:40 
7288,2022-05-10 05:29:18 
22707,2022-05-11 09:44:41 
16296,2022-05-10 09:50:43 
20492,2022-05-10 00:34:44 
7530,2022-05-10 13:43:26 
23766,2022-05-11 21:11:04 
5745,2022-05-11 22:31:01 
2247,2022-05-10 05:45:00 
3050,2022-05-11 05:47:54 
740,2022-05-10 22:11:00 
28289,2022-05-10 14:05:27 
8890,2022-05-11 05:52:27 
5608,2022-05-11 22:55:35 
22894,2022-05-10 17:47:54 
9679,2022-05-10 15:10:27 
12391,2022-05-10 04:46:04 
28847,2022-05-10 18:23:27 
14721,2022-05-10 16:35:24 
7610,2022-05-10 20:52:19 
29776,2022-05-10 08:41:10 
18143,2022-05-11 05:41:18 
19979,2022-05-11 23:28:25 
20455,2022-05-11 04:00:03 
29653,2022-05-11 21:02:26 
10381,2022-05-10 01:41:41 
13918,2022-05-11 19:27:34 
28774,2022-05-10 19:31:35 
3804,2022-05-10 01:35:51 
1439,2022-05-11 00:15:22 
24793,2022-05-11 23:32:08 
18414,2022-05-11 16:55:28 
11635,2022-05-10 21:32:45 
23402,2022-05-11 05:06:15 
27716,2022-05-11 20:25:56 
11214,2022-05-11 23:31:45 
8471,2022-05-11 17:02:39 
10820,2022-05-10 23:19:48 
15980,2022-05-11 08:11:03 
12730,2022-05-11 13:47:00 
23927,2022-05-11 15:45:29 
171,2022-05-10 11:48:44 
27796,2022-05-10 20:58:07 
15329,2022-05-11 05:40:17 
9524,2022-05-10 20:44:58 
3325,2022-05-10 14:55:24 
26992,2022-05-10 06:43:36 
24754,2022-05-10 14:34:24 
10058,2022-05-10 11:35:02 
11465,2022-05-10 16:35:00 
5777,2022-05-11 22:07:25 
16904,2022-05-10 20:21:26 
11363,2022-05-10 09:25:48 
689,2022-05-10 07:49:11 
16517,2022-05-11 10:02:25 
520,2022-05-11 14:56:28 
24995,2022-05-11 19:46:41 
22403,2022-05-11 12:53:53 
20083,2022-05-11 20:54:08 
5702,2022-05-10 00:31:04 
7115,2022-05-11 16:07:41 
25381,2022-05-10 16:39:29 
24850,2022-05-10 17:52:56 
14993,2022-05-11 23:56:51 
11050,2022-05-10 23:18:38 
16640,2022-05-10 04:22:34 
26021,2022-05-10 08:24:06 
7466,2022-05-11 19:35:08 
5560,2022-05-11 04:53:44 
5440,2022-05-11 18:40:54 
16492,2022-05-10 15:30:19 
16584,2022-05-10 06:19:00 
1694,2022-05-10 03:29:34 
18946,2022-05-11 19:37:26 
15650,2022-05-11 13:19:22 
28934,2022-05-11 19:59:14 
15860,2022-05-10 18:43:55 
412,2022-05-11 12:36:46 
4438,2022-05-11 12:20:32 
17922,2022-05-10 03:29:46 
11764,2022-05-10 15:27:19 
1890,2022-05-10 09:10:21 
9372,2022-05-11 01:07:24 
15801,2022-05-10 20:45:03 
1845,2022-05-11 06:58:36 
27984,2022-05-10 02:16:13 
7090,2022-05-10 23:22:06 
28834,2022-05-11 02:42:03 
5212,2022-05-11 17:20:25 
12546,2022-05-10 01:51:38 
20809,2022-05-11 08:15:28 
17164,2022-05-10 13:46:25 
29175,2022-05-11 17:48:31 
28744,2022-05-11 14:57:31 
